,actual,course_number,days,location,sec_type,term,time_start
1042,22,766.0,11,9,1,20,9
1043,18,767.0,7,9,1,20,20
1044,47,102.0,7,11,1,21,9
1045,66,189.0,6,11,1,21,5
1046,241,202.0,8,13,1,21,10
1047,221,202.0,11,13,1,21,17
1048,215,202.0,8,13,1,21,22
1049,198,206.0,8,15,1,21,7
1050,79,208.0,11,9,1,21,23
1051,73,208.0,10,14,1,21,20
1052,120,208.0,11,11,1,21,9
1053,72,230.0,11,11,1,21,17
1054,258,250.0,8,12,1,21,10
1055,149,251.0,8,9,1,21,5
1056,100,273.0,7,11,1,21,17
1057,101,302.0,11,25,1,21,20
1058,118,303.0,11,23,1,21,9
1059,55,310.0,7,10,1,21,9
1060,20,321.0,1,11,1,21,24
1061,77,330.0,11,23,1,21,13
1062,68,350.0,7,11,1,21,20
1063,54,360.0,11,11,1,21,5
1064,46,361.0,8,11,1,21,5
1065,2,396.0,0,0,2,21,1
1066,9,400.0,0,0,2,21,1
1067,7,401.0,0,0,0,21,1
1068,33,409.0,7,11,1,21,9
1069,21,417.0,8,11,1,21,5
1070,12,462.0,7,11,1,21,9
1071,15,499.0,10,0,5,21,20
1072,42,512.0,11,11,1,21,13
1073,22,520.0,8,11,1,21,24
1074,39,533.0,7,11,1,21,20
1075,43,535.0,12,11,1,21,10
1076,34,540.0,11,9,1,21,17
1077,14,552.0,11,5,1,21,17
1078,27,553.0,11,11,1,21,20
1079,52,557.0,7,11,1,21,13
1080,37,558.0,11,11,1,21,5
1081,21,561.0,7,11,1,21,9
1082,13,567.0,11,11,1,21,13
1083,36,598.0,7,9,7,21,20
1084,1,601.0,1,9,7,21,20
1085,6,616.0,10,0,5,21,20
1086,2,616.0,10,0,5,21,20
1087,21,690.0,7,9,1,21,5
1088,7,691.0,0,0,6,21,1
1089,0,693.0,0,0,2,21,1
1090,1,694.0,0,0,2,21,1
1091,0,695.0,0,0,2,21,1
1092,7,696.0,0,0,6,21,1
1093,3,697.0,0,0,6,21,1
1094,16,698.0,0,0,6,21,1
1095,16,699.0,0,0,6,21,1
1096,3,701.0,0,0,6,21,1
1097,11,763.0,13,9,1,21,13
1098,57,102.0,11,11,1,22,5
1099,142,202.0,6,21,1,22,20
1100,164,202.0,7,11,1,22,9
1101,159,202.0,8,11,1,22,22
1102,223,206.0,11,9,1,22,13
1103,124,208.0,11,11,1,22,20
1104,92,208.0,7,10,1,22,9
1105,0,208.0,0,0,1,22,1
1106,274,250.0,7,9,1,22,7
1107,194,251.0,11,4,1,22,9
1108,42,252.0,11,11,1,22,9
1109,136,273.0,7,5,1,22,23
1110,156,302.0,8,5,1,22,10
1111,51,310.0,12,12,1,22,7
1112,115,322.0,10,11,1,22,18
1113,76,360.0,7,11,1,22,20
1114,46,361.0,8,13,1,22,5
1115,12,362.0,7,11,1,22,5
1116,21,364.0,6,11,1,22,24
1117,14,396.0,0,0,2,22,1
1118,9,400.0,0,0,2,22,1
1119,8,401.0,0,0,0,22,1
1120,119,421.0,11,20,1,22,13
1121,165,424.0,11,7,1,22,20
1122,44,521.0,7,11,1,22,20
1123,21,527.0,11,11,1,22,20
1124,51,529.0,11,11,1,22,9
1125,12,531.0,7,3,1,22,17
1126,16,547.0,7,11,1,22,9
1127,19,559.0,11,11,1,22,23
1128,13,598.0,7,9,7,22,20
1129,3,599.0,7,9,7,22,9
1130,0,601.0,1,9,7,22,20
1131,16,610.0,7,9,1,22,5
1132,6,616.0,10,0,5,22,9
1133,1,616.0,10,0,5,22,9
1134,11,618.0,2,0,1,22,13
1135,8,621.0,7,9,1,22,13
1136,17,642.0,7,9,1,22,20
1137,58,652.0,7,11,1,22,17
1138,11,680.0,7,11,1,22,23
1139,4,691.0,0,0,6,22,1
1140,2,693.0,0,0,2,22,1
1141,1,694.0,0,0,2,22,1
1142,2,695.0,0,0,2,22,1
1143,6,696.0,0,0,6,22,1
1144,9,697.0,0,0,6,22,1
1145,18,698.0,0,0,6,22,1
1146,19,699.0,0,0,6,22,1
1147,6,701.0,0,0,6,22,1
1148,4,760.0,10,9,1,22,21
1149,8,762.0,11,9,1,22,20
1150,13,764.0,11,9,1,22,18
1151,14,765.0,11,9,1,22,10
1152,11,766.0,11,9,1,22,17
1153,7,767.0,7,9,1,22,9
1154,32,102.0,7,9,1,23,17
1155,73,189.0,6,6,1,23,20
1156,297,202.0,8,1,1,23,7
1157,232,202.0,11,14,1,23,17
1158,249,202.0,8,21,1,23,16
1159,222,206.0,6,14,1,23,24
1160,97,208.0,7,9,1,23,17
1161,117,208.0,7,13,1,23,23
1162,107,208.0,11,11,1,23,9
1163,84,230.0,7,10,1,23,23
1164,155,250.0,8,11,1,23,7
1165,157,250.0,8,11,1,23,13
1166,125,251.0,8,12,1,23,13
1167,129,273.0,7,11,1,23,20
1168,155,302.0,11,11,1,23,20
1169,139,303.0,11,11,1,23,23
1170,50,307.0,11,11,1,23,10
1171,61,310.0,11,11,1,23,5
1172,118,330.0,11,12,1,23,13
1173,103,350.0,7,21,1,23,9
1174,66,360.0,11,25,1,23,17
1175,67,361.0,7,11,1,23,20
1176,6,396.0,0,0,2,23,1
1177,12,400.0,0,0,2,23,1
1178,6,401.0,0,0,0,23,1
1179,41,409.0,14,5,1,23,9
1180,23,417.0,11,9,1,23,9
1181,28,462.0,7,11,1,23,17
1182,18,499.0,9,9,5,23,20
1183,27,525.0,11,11,1,23,23
1184,16,533.0,11,11,1,23,5
1185,28,535.0,12,20,1,23,7
1186,13,540.0,7,11,1,23,17
1187,41,553.0,7,20,1,23,23
1188,28,561.0,7,11,1,23,17
1189,6,566.0,8,9,1,23,5
1190,63,598.0,11,11,7,23,13
1191,16,599.0,7,9,7,23,20
1192,9,601.0,1,9,7,23,20
1193,14,616.0,9,9,5,23,20
1194,2,616.0,9,9,5,23,20
1195,21,690.0,7,9,1,23,5
1196,19,691.0,0,0,6,23,1
1197,1,693.0,0,0,2,23,1
1198,2,694.0,0,0,2,23,1
1199,1,695.0,0,0,2,23,1
1200,9,696.0,0,0,6,23,1
1201,12,697.0,0,0,6,23,1
1202,12,698.0,0,0,6,23,1
1203,6,699.0,0,0,6,23,1
1204,4,701.0,0,0,6,23,1
1205,2,765.0,0,0,1,23,1
1206,48,102.0,7,11,1,24,20
1207,129,202.0,8,15,1,24,22
1208,184,202.0,11,4,1,24,9
1209,147,202.0,8,21,1,24,16
1210,258,206.0,11,21,1,24,9
1211,134,208.0,7,12,1,24,17
1212,88,208.0,11,11,1,24,9
1213,250,250.0,8,1,1,24,7
1214,194,251.0,7,15,1,24,13
1215,48,252.0,11,11,1,24,13
1216,150,273.0,11,12,1,24,23
1217,158,302.0,8,15,1,24,10
1218,97,310.0,8,15,1,24,7
1219,133,322.0,9,11,1,24,18
1220,80,360.0,7,10,1,24,17
1221,66,361.0,11,11,1,24,20
1222,35,362.0,11,11,1,24,5
1223,39,364.0,12,11,1,24,10
1224,6,396.0,0,0,2,24,1
1225,8,400.0,0,0,2,24,1
1226,14,401.0,0,0,0,24,1
1227,136,421.0,14,11,1,24,23
1228,97,424.0,7,12,1,24,13
1229,47,520.0,12,9,1,24,10
1230,76,521.0,11,11,1,24,13
1231,26,523.0,7,11,1,24,9
1232,26,529.0,7,11,1,24,13
1233,20,531.0,7,20,1,24,20
1234,23,547.0,11,11,1,24,17
1235,122,557.0,11,11,1,24,20
1236,35,558.0,7,11,1,24,13
1237,9,567.0,11,9,1,24,13
1238,0,598.0,0,0,7,24,1
1239,11,598.0,11,9,7,24,17
1240,10,601.0,1,9,7,24,20
1241,13,616.0,2,11,5,24,9
1242,2,616.0,2,11,5,24,9
1243,21,618.0,10,11,1,24,20
1244,36,652.0,11,11,1,24,5
1245,10,691.0,0,0,6,24,1
1246,2,693.0,0,0,2,24,1
1247,2,694.0,0,0,2,24,1
1248,3,695.0,0,0,2,24,1
1249,13,696.0,0,0,6,24,1
1250,12,697.0,0,0,6,24,1
1251,11,698.0,0,0,6,24,1
1252,17,699.0,0,0,6,24,1
1253,9,701.0,0,0,6,24,1
1254,4,760.0,7,9,1,24,9
1255,4,764.0,7,9,1,24,20
1256,38,102.0,11,9,1,25,21
1257,307,202.0,8,1,1,25,10
1258,293,202.0,11,14,1,25,17
1259,233,202.0,8,1,1,25,16
1260,237,206.0,8,14,1,25,5
1261,55,208.0,11,25,1,25,23
1262,94,208.0,7,11,1,25,13
1263,110,208.0,11,11,1,25,13
1264,82,230.0,11,20,1,25,23
1265,163,250.0,8,15,1,25,20
1266,176,250.0,8,15,1,25,13
1267,190,251.0,11,9,1,25,13
1268,97,273.0,11,11,1,25,20
1269,168,302.0,11,9,1,25,9
1270,125,303.0,8,20,1,25,7
1271,39,307.0,7,11,1,25,20
1272,75,310.0,14,11,1,25,23
1273,152,330.0,11,20,1,25,13
1274,119,350.0,7,12,1,25,13
1275,90,360.0,11,10,1,25,17
1276,60,361.0,7,11,1,25,13
1277,8,396.0,0,0,2,25,1
1278,6,400.0,0,0,2,25,1
1279,6,401.0,0,0,0,25,1
1280,25,462.0,14,11,1,25,9
1281,18,499.0,0,0,5,25,1
1282,58,512.0,11,14,1,25,9
1283,17,529.0,7,6,1,25,9
1284,31,535.0,8,11,1,25,5
1285,13,540.0,7,9,1,25,7
1286,17,546.0,11,9,1,25,13
1287,38,553.0,11,20,1,25,20
1288,42,557.0,14,11,1,25,23
1289,28,561.0,14,11,1,25,9
1290,81,598.0,14,5,7,25,13
1291,5,598.0,11,9,7,25,13
1292,39,599.0,11,9,7,25,17
1293,9,599.0,7,9,7,25,9
1294,27,601.0,1,11,7,25,20
1295,2,616.0,2,11,5,25,17
1296,0,616.0,2,11,5,25,17
1297,11,621.0,7,9,1,25,17
1298,22,690.0,7,9,1,25,5
1299,10,691.0,0,0,6,25,1
1300,2,693.0,0,0,2,25,1
1301,1,694.0,0,0,2,25,1
1302,1,695.0,0,0,2,25,1
1303,3,696.0,0,0,6,25,1
1304,4,697.0,0,0,6,25,1
1305,8,698.0,0,0,6,25,1
1306,12,699.0,0,0,6,25,1
1307,8,701.0,0,0,6,25,1
1308,3,761.0,13,9,1,25,21
1309,8,762.0,10,9,1,25,20
1310,69,102.0,11,14,1,26,20
1311,197,202.0,11,15,1,26,9
1312,193,202.0,7,12,1,26,9
1313,176,202.0,8,11,1,26,16
1314,315,206.0,11,23,1,26,23
1315,63,208.0,7,12,1,26,13
1316,115,208.0,7,11,1,26,20
1317,357,250.0,11,23,1,26,17
1318,185,251.0,7,12,1,26,5
1319,29,252.0,14,11,1,26,9
1320,194,273.0,7,9,1,26,20
1321,203,302.0,8,15,1,26,24
1322,79,303.0,7,12,1,26,23
1323,87,310.0,8,15,1,26,10
1324,130,322.0,2,9,1,26,18
1325,98,360.0,7,14,1,26,13
1326,60,361.0,11,5,1,26,17
1327,23,362.0,11,11,1,26,20
1328,33,364.0,6,11,1,26,10
1329,21,396.0,0,0,2,26,1
1330,10,400.0,0,0,2,26,1
1331,8,401.0,0,0,0,26,1
1332,43,417.0,7,9,1,26,9
1333,209,421.0,11,12,1,26,9
1334,195,424.0,11,12,1,26,20
1335,3,499.0,0,0,5,26,1
1336,57,520.0,12,9,1,26,13
1337,40,527.0,11,9,1,26,17
1338,11,531.0,7,11,1,26,23
1339,9,552.0,11,5,1,26,13
1340,22,559.0,11,11,1,26,23
1341,10,567.0,7,9,1,26,17
1342,28,599.0,7,9,7,26,13
1343,9,601.0,1,9,7,26,20
1344,6,610.0,11,9,1,26,5
1345,2,616.0,10,11,5,26,17
1346,2,616.0,10,11,5,26,17
1347,20,618.0,2,11,1,26,20
1348,13,642.0,11,9,1,26,20
1349,2,647.0,7,9,1,26,13
1350,57,652.0,11,10,1,26,9
1351,5,691.0,0,0,6,26,1
1352,2,693.0,0,0,2,26,1
1353,2,694.0,0,0,2,26,1
1354,1,695.0,0,0,2,26,1
1355,6,696.0,0,0,6,26,1
1356,8,697.0,0,0,6,26,1
1357,9,698.0,0,0,6,26,1
1358,13,699.0,0,0,6,26,1
1359,10,701.0,0,0,6,26,1
1360,0,760.0,11,9,1,26,13
1361,6,760.0,7,9,1,26,5
1362,0,764.0,7,9,1,26,17
1363,5,765.0,7,9,1,26,9
1364,60,102.0,7,11,1,27,23
1365,73,189.0,6,23,1,27,20
1366,250,202.0,8,1,1,27,5
1367,249,202.0,11,23,1,27,5
1368,209,202.0,8,21,1,27,24
1369,310,206.0,8,21,1,27,16
1370,114,208.0,11,9,1,27,9
1371,139,208.0,11,11,1,27,17
1372,0,208.0,0,0,1,27,1
1373,52,230.0,7,8,1,27,9
1374,426,250.0,8,20,1,27,24
1375,0,250.0,0,0,1,27,1
1376,166,251.0,7,9,1,27,20
1377,107,273.0,11,23,1,27,13
1378,163,302.0,8,15,1,27,7
1379,185,303.0,9,7,1,27,20
1380,59,307.0,14,11,1,27,9
1381,76,310.0,14,11,1,27,23
1382,35,321.0,1,11,1,27,24
1383,151,330.0,11,15,1,27,17
1384,112,350.0,8,9,1,27,18
1385,98,360.0,11,21,1,27,9
1386,69,361.0,11,5,1,27,13
1387,9,396.0,0,0,2,27,1
1388,8,400.0,0,0,2,27,1
1389,14,401.0,0,0,0,27,1
1390,3,402.0,0,0,4,27,1
1391,38,462.0,7,11,1,27,9
1392,21,499.0,13,9,5,27,20
1393,49,529.0,7,2,1,27,17
1394,46,533.0,11,20,1,27,5
1395,33,540.0,7,9,1,27,13
1396,109,551.0,11,10,1,27,17
1397,28,553.0,11,5,1,27,17
1398,51,557.0,11,11,1,27,5
1399,25,561.0,7,11,1,27,9
1400,19,598.0,11,21,7,27,23
1401,44,599.0,7,9,7,27,17
1402,0,599.0,0,0,7,27,1
1403,47,601.0,1,9,7,27,20
1404,10,621.0,11,9,1,27,9
1405,22,690.0,11,9,1,27,5
1406,16,691.0,0,0,6,27,1
1407,0,693.0,0,0,2,27,1
1408,1,694.0,0,0,2,27,1
1409,1,695.0,0,0,2,27,1
1410,10,696.0,0,0,6,27,1
1411,8,697.0,0,0,6,27,1
1412,14,698.0,0,0,6,27,1
1413,6,699.0,0,0,6,27,1
1414,3,701.0,0,0,6,27,1
1415,8,762.0,11,16,1,27,13
1416,9,766.0,11,9,1,27,17
1417,9,767.0,11,9,1,27,13
1418,69,102.0,11,11,1,28,20
1419,189,202.0,11,9,1,28,17
1420,215,202.0,11,9,1,28,20
1421,168,202.0,8,15,1,28,7
1422,330,206.0,7,23,1,28,20
1423,109,208.0,11,23,1,28,13
1424,93,208.0,11,10,1,28,20
1425,418,250.0,11,23,1,28,5
1426,279,251.0,11,13,1,28,13
1427,55,252.0,11,11,1,28,5
1428,192,273.0,7,4,1,28,23
1429,209,302.0,12,12,1,28,7
1430,50,303.0,11,21,1,28,17
1431,89,310.0,8,13,1,28,5
1432,40,321.0,10,9,1,28,9
1433,106,322.0,2,5,1,28,18
1434,106,360.0,7,23,1,28,20
1435,69,361.0,11,11,1,28,13
1436,25,362.0,11,11,1,28,13
1437,14,396.0,0,0,2,28,1
1438,9,400.0,0,0,2,28,1
1439,4,401.0,0,0,0,28,1
1440,3,402.0,0,0,4,28,1
1441,48,409.0,14,11,1,28,13
1442,44,417.0,11,11,1,28,5
1443,177,421.0,7,4,1,28,13
1444,185,424.0,11,4,1,28,5
1445,3,499.0,0,0,5,28,1
1446,42,520.0,8,10,1,28,18
1447,78,521.0,7,11,1,28,20
1448,28,525.0,11,11,1,28,13
1449,6,531.0,7,9,1,28,20
1450,42,535.0,6,11,1,28,10
1451,26,546.0,11,5,1,28,13
1452,23,547.0,7,11,1,28,9
1453,129,551.0,11,2,1,28,17
1454,5,554.0,2,5,1,28,20
1455,17,558.0,7,0,1,28,9
1456,18,559.0,7,9,1,28,9
1457,29,601.0,1,9,7,28,20
1458,8,610.0,11,9,1,28,17
1459,7,614.0,7,11,1,28,5
1460,11,642.0,11,9,1,28,13
1461,56,652.0,11,11,1,28,17
1462,20,680.0,11,9,1,28,20
1463,8,691.0,0,0,6,28,1
1464,4,693.0,0,0,2,28,1
1465,4,694.0,0,0,2,28,1
1466,3,695.0,0,0,2,28,1
1467,11,696.0,0,0,6,28,1
1468,7,697.0,0,0,6,28,1
1469,8,698.0,0,0,6,28,1
1470,15,699.0,0,0,6,28,1
1471,3,701.0,0,0,6,28,1
1472,7,760.0,11,9,1,28,23
1473,0,760.0,0,0,1,28,1
1474,5,761.0,1,0,1,28,19
1475,0,765.0,0,0,1,28,1
1476,11,765.0,7,9,1,28,17
1477,0,767.0,0,0,1,28,1
1478,52,767.0,1,9,1,28,9
1479,303,202.0,8,1,1,29,5
1480,341,202.0,11,1,1,29,13
1481,233,202.0,8,13,1,29,18
1482,309,206.0,8,1,1,29,7
1483,126,206.0,8,13,1,29,10
1484,117,208.0,11,20,1,29,13
1485,119,208.0,11,11,1,29,23
1486,0,208.0,0,0,1,29,1
1487,105,230.0,11,9,1,29,23
1488,421,250.0,8,14,1,29,10
1489,186,250.0,4,15,1,29,20
1490,257,251.0,11,20,1,29,5
1491,171,273.0,14,14,1,29,23
1492,223,302.0,12,14,1,29,10
1493,49,302.0,12,21,1,29,16
1494,100,303.0,11,9,1,29,23
1495,74,307.0,7,11,1,29,17
1496,93,310.0,7,11,1,29,17
1497,60,321.0,1,10,1,29,7
1498,148,330.0,11,9,1,29,17
1499,120,350.0,8,11,1,29,5
1500,128,360.0,7,2,1,29,20
1501,61,361.0,7,10,1,29,13
1502,41,364.0,8,8,1,29,22
1503,14,396.0,0,0,2,29,1
1504,11,400.0,0,0,2,29,1
1505,11,401.0,0,0,0,29,1
1506,5,402.0,0,0,4,29,1
1507,51,417.0,11,9,1,29,18
1508,38,462.0,11,10,1,29,5
1509,27,499.0,1,2,5,29,5
1510,69,512.0,11,11,1,29,9
1511,42,521.0,11,20,1,29,20
1512,18,523.0,11,11,1,29,20
1513,51,533.0,7,20,1,29,20
1514,86,550.0,11,13,1,29,23
1515,157,551.0,2,12,1,29,17
1516,45,553.0,11,11,1,29,13
1517,43,558.0,14,9,1,29,9
1518,30,561.0,11,10,1,29,5
1519,8,598.0,11,20,7,29,13
1520,49,601.0,1,9,7,29,20
1521,61,652.0,2,21,1,29,20
1522,23,690.0,7,9,1,29,5
1523,17,691.0,0,0,6,29,1
1524,3,693.0,0,0,2,29,1
1525,3,694.0,0,0,2,29,1
1526,1,695.0,0,0,2,29,1
1527,11,696.0,0,0,6,29,1
1528,11,697.0,0,0,6,29,1
1529,18,698.0,0,0,6,29,1
1530,13,699.0,0,0,6,29,1
1531,8,701.0,0,0,6,29,1
1532,6,760.0,9,5,1,29,17
1533,16,765.0,11,9,1,29,18
1534,12,767.0,14,11,1,29,23
